,sold_price,address,sqarefootage,Type,Style,Community,List Price,bedNum,Bedrooms,bathNum,Bathrooms,Kitchens,Rooms,Parking Total,Municipality District,longitude,latitude,pageNum,iterationNum,weblink,Unnamed: 20,Dens
2387,"525,000",38 Stewart Street,0-499,Comm Element Condo,Apartment,Waterfront Communities C1,479999,1,1,1.0,1,1,3,0,Toronto C01,-79.40139599999999,43.643485,112.0,28.0,https://www.zolo.ca/toronto-real-estate/38-stewart-street/1007,,0
2388,"595,000",38 Stewart Street,500-599,Condo Apt,Apartment,Waterfront Communities C1,599000,1,1,1.0,1,1,4,0,Toronto C01,-79.40139599999999,43.643485,199.0,26.0,https://www.zolo.ca/toronto-real-estate/38-stewart-street/602,,0
2389,"1,650,000",38 Stewart Street,1200-1399,Condo Apt,Loft,Waterfront Communities C1,1699000,2,2,3.0,3,1,5,1,Toronto C01,-79.40139599999999,43.643485,161.0,48.0,https://www.zolo.ca/toronto-real-estate/38-stewart-street/ph1101,,1
2390,"1,015,112",38 Stadium Road,1200-1399,Condo Townhouse,Stacked Townhse,Niagara,949900,2,2,3.0,3,1,5,1,Toronto C01,-79.400687,43.633933,10.0,54.0,https://www.zolo.ca/toronto-real-estate/38-stadium-road/638,,1
2391,"1,000,000",38 Sandy Haven Drive,1100-1500,Link,2-Storey,Steeles,850000,3,3,4.0,4,1,6,3,Toronto E05,-79.318625,43.807375,277.0,54.0,https://www.zolo.ca/toronto-real-estate/38-sandy-haven-drive,,1
2392,"1,138,000",38 Saintsbury Square,2000-2500,Detached,2-Storey,Milliken,998000,3,3,3.0,3,1,9,6,Toronto E07,-79.273129,43.821815,30.0,58.0,https://www.zolo.ca/toronto-real-estate/38-saintsbury-square,,0
2393,"930,000",38 Paul Markway,1400-1599,Condo Townhouse,Multi-Level,Hillcrest Village,799800,3,3,3.0,3,1,7,2,Toronto C15,-79.368719,43.80842,223.0,32.0,https://www.zolo.ca/toronto-real-estate/38-paul-markway,,1
2394,"1,437,000",38 Ovendon Square,2000-2500,Detached,2-Storey,Agincourt North,1199000,5,5,4.0,4,1,8,6,Toronto E07,-79.28389,43.801863,39.0,66.0,https://www.zolo.ca/toronto-real-estate/38-ovendon-square,,2
2395,"425,000",38 Niagara Street,0-499,Condo Apt,Bachelor/Studio,Waterfront Communities C1,449000,,0,1.0,1,1,3,0,Toronto C01,-79.399906,43.642315,238.0,48.0,https://www.zolo.ca/toronto-real-estate/38-niagara-street/303,,0
2396,"615,000",38 Niagara Street,500-599,Condo Apt,Apartment,Waterfront Communities C1,559999,1,1,1.0,1,1,4,0,Toronto C01,-79.399906,43.642315,132.0,28.0,https://www.zolo.ca/toronto-real-estate/38-niagara-street/912,,0
2397,"1,004,000",38 Niagara Street,1000-1199,Condo Apt,Loft,Waterfront Communities C1,878000,1,1,2.0,2,1,5,1,Toronto C01,-79.399906,43.642315,47.0,62.0,https://www.zolo.ca/toronto-real-estate/38-niagara-street/1004,,1
2398,"1,100,000",38 Niagara Street,900-999,Condo Apt,Loft,Waterfront Communities C1,899900,2,2,2.0,2,1,6,1,Toronto C01,-79.399906,43.642315,11.0,52.0,https://www.zolo.ca/toronto-real-estate/38-niagara-street/806,,0
2399,"1,750,000",38 Niagara Street,1600-1799,Condo Apt,Loft,Waterfront Communities C1,1795000,2,2,2.0,2,1,7,2,Toronto C01,-79.399906,43.642315,3.0,22.0,https://www.zolo.ca/toronto-real-estate/38-niagara-street/1002,,0
2400,"465,000",38 Monte Kwinter Court,0-499,Condo Apt,Apartment,Clanton Park,449000,1,1,1.0,1,1,4,0,Toronto C06,-79.4163,43.70011,125.0,52.0,https://www.zolo.ca/toronto-real-estate/38-monte-kwinter-court/217,,0
2401,"510,000",38 Monte Kwinter Court,500-599,Condo Apt,Apartment,Clanton Park,504900,2,2,1.0,1,1,4,1,Toronto C06,-79.4163,43.70011,303.0,60.0,https://www.zolo.ca/toronto-real-estate/38-monte-kwinter-court/216,,0
2402,"460,000",38 Lee Centre Drive,600-699,Condo Apt,Apartment,Woburn,399999,1,1,1.0,1,1,5,1,Toronto E09,-79.247547,43.78166,409.0,38.0,https://www.zolo.ca/toronto-real-estate/38-lee-centre-drive/602,,1
2403,"475,000",38 Lee Centre Drive,500-599,Condo Apt,Apartment,Woburn,429900,1,1,1.0,1,1,6,1,Toronto E09,-79.247547,43.78166,159.0,26.0,https://www.zolo.ca/toronto-real-estate/38-lee-centre-drive/2711,,0
2404,"475,000",38 Lee Centre Drive,700-799,Condo Apt,Apartment,Woburn,475000,2,2,1.0,1,1,5,1,Toronto E09,-79.247547,43.78166,174.0,66.0,https://www.zolo.ca/toronto-real-estate/38-lee-centre-drive/612,,0
2405,"560,000",38 Lee Centre Drive,800-899,Condo Apt,Other,Woburn,579000,2,2,2.0,2,1,5,1,Toronto E09,-79.247547,43.78166,58.0,64.0,https://www.zolo.ca/toronto-real-estate/38-lee-centre-drive/2603,,0
2406,"574,000",38 Lee Centre Drive,800-899,Condo Apt,Apartment,Woburn,579900,2,2,2.0,2,1,5,1,Toronto E09,-79.247547,43.78166,277.0,44.0,https://www.zolo.ca/toronto-real-estate/38-lee-centre-drive/2807,,0
2407,"580,000",38 Lee Centre Drive,800-899,Condo Apt,Apartment,Woburn,588000,2,2,2.0,2,1,5,1,Toronto E09,-79.247547,43.78166,90.0,56.0,https://www.zolo.ca/toronto-real-estate/38-lee-centre-drive/2109,,0
2408,"620,000",38 Lee Centre Drive,1000-1199,Condo Apt,Apartment,Woburn,688000,2,2,2.0,2,1,6,2,Toronto E09,-79.247547,43.78166,60.0,38.0,https://www.zolo.ca/toronto-real-estate/38-lee-centre-drive/ph307,,0
2409,"585,000",38 Lee Center Drive,800-899,Condo Apt,Apartment,Woburn,499000,2,2,2.0,2,1,5,1,Toronto E09,-79.247547,43.78166,91.0,24.0,https://www.zolo.ca/toronto-real-estate/38-lee-center-drive/709,,0
2410,"2,920,000",38 Lacewood Crescent,3000-3500,Detached,2-Storey,Parkwoods-Donalda,2980000,4,4,4.0,4,1,12,7,Toronto C13,-79.336382,43.748509,250.0,24.0,https://www.zolo.ca/toronto-real-estate/38-lacewood-crescent,,0
2411,"861,000",38 Kiriakou Street,1800-1999,Condo Townhouse,3-Storey,Dorset Park,799900,3,3,3.0,3,1,7,2,Toronto E04,-79.271697,43.748612,12.0,32.0,https://www.zolo.ca/toronto-real-estate/38-kiriakou-street,,1
2412,"443,500",38 Joe Shuster Way,0-499,Condo Apt,Apartment,Niagara,464990,1,1,1.0,1,1,3,0,Toronto C01,-79.424572,43.64044,375.0,22.0,https://www.zolo.ca/toronto-real-estate/38-joe-shuster-way/1208,,0
2413,"525,000",38 Joe Shuster Way,500-599,Condo Apt,Apartment,Waterfront Communities C1,529000,1,1,1.0,1,1,4,0,Toronto C01,-79.424572,43.64044,100.0,74.0,https://www.zolo.ca/toronto-real-estate/38-joe-shuster-way/1113,,0
2414,"525,000",38 Joe Shuster Way,500-599,Condo Apt,Apartment,Niagara,529000,1,1,1.0,1,1,4,1,Toronto C01,-79.424572,43.64044,365.0,34.0,https://www.zolo.ca/toronto-real-estate/38-joe-shuster-way/1016,,0
2415,"527,000",38 Joe Shuster Way,500-599,Condo Apt,Apartment,Niagara,529900,1,1,1.0,1,1,4,0,Toronto C01,-79.424572,43.64044,41.0,38.0,https://www.zolo.ca/toronto-real-estate/38-joe-shuster-way/1412,,0
2416,"550,000",38 Joe Shuster Way,600-699,Condo Apt,Apartment,Niagara,539900,1,1,2.0,2,1,4,0,Toronto C01,-79.424572,43.64044,186.0,28.0,https://www.zolo.ca/toronto-real-estate/38-joe-shuster-way/729,,0
2417,"575,000",38 Joe Shuster Way,600-699,Condo Apt,Apartment,Niagara,529900,1,1,1.0,1,1,4,1,Toronto C01,-79.424572,43.64044,211.0,24.0,https://www.zolo.ca/toronto-real-estate/38-joe-shuster-way/1418,,0
2418,"600,000",38 Joe Shuster Way,600-699,Condo Apt,Apartment,Niagara,549900,1,1,1.0,1,1,4,1,Toronto C01,-79.424572,43.64044,123.0,60.0,https://www.zolo.ca/toronto-real-estate/38-joe-shuster-way/906,,0
2419,"663,125",38 Joe Shuster Way,700-799,Condo Apt,Apartment,South Parkdale,599800,2,2,1.0,1,1,5,1,Toronto W01,-79.424572,43.64044,380.0,60.0,https://www.zolo.ca/toronto-real-estate/38-joe-shuster-way/1411,,1
2420,"1,200,000",38 Howard Park Avenue,1000-1199,Condo Apt,Apartment,Roncesvalles,1149900,2,2,2.0,2,1,4,1,Toronto W01,-79.449954,43.65193,409.0,58.0,https://www.zolo.ca/toronto-real-estate/38-howard-park-avenue/420,,1
2421,"738,000",38 Hollywood Avenue,1000-1199,Condo Townhouse,2-Storey,Willowdale East,689000,2,2,3.0,3,1,5,2,Toronto C14,-79.40979200000001,43.766644,40.0,48.0,https://www.zolo.ca/toronto-real-estate/38-hollywood-avenue/109,,0
2422,"740,000",38 Hollywood Avenue,1000-1199,Condo Townhouse,Stacked Townhse,Willowdale East,699000,2,2,2.0,2,1,5,1,Toronto C14,-79.40979200000001,43.766644,58.0,28.0,https://www.zolo.ca/toronto-real-estate/38-hollywood-avenue/117,,0
2423,"598,000",38 Grenville Street,500-599,Condo Apt,Apartment,Bay Street Corridor,596000,1,1,1.0,1,1,4,0,Toronto C01,-79.38600500000001,43.661667,385.0,44.0,https://www.zolo.ca/toronto-real-estate/38-grenville-street/704,,0
2424,"732,000",38 Grenville Street,600-699,Condo Apt,Apartment,Bay Street Corridor,749000,1,1,1.0,1,1,5,1,Toronto C01,-79.38600500000001,43.661667,56.0,40.0,https://www.zolo.ca/toronto-real-estate/38-grenville-street/308,,1
2425,"905,000",38 Grenville Street,700-799,Comm Element Condo,Apartment,Bay Street Corridor,920000,2,2,2.0,2,1,5,1,Toronto C01,-79.38600500000001,43.661667,238.0,32.0,https://www.zolo.ca/toronto-real-estate/38-grenville-street/1201,,0
2426,"955,000",38 Grenville Street,700-799,Condo Apt,Apartment,Waterfront Communities C1,958000,2,2,2.0,2,1,5,1,Toronto C01,-79.38600500000001,43.661667,369.0,52.0,https://www.zolo.ca/toronto-real-estate/38-grenville-street/4201,,0
2427,"665,000",38 Grand Magazine Street,600-699,Condo Apt,Apartment,Waterfront Communities C1,599000,1,1,1.0,1,1,5,1,Toronto C01,-79.40268499999999,43.637459,300.0,26.0,https://www.zolo.ca/toronto-real-estate/38-grand-magazine-street/745,,1
2428,"665,000",38 Grand Magazine Street,600-699,Condo Apt,Apartment,Waterfront Communities C1,599000,1,1,1.0,1,1,5,1,Toronto C01,-79.40268499999999,43.637459,300.0,26.0,https://www.zolo.ca/toronto-real-estate/38-grand-magazine-street/745,,1
2429,"901,000",38 Grand Magazine Street,700-799,Condo Apt,Apartment,Niagara,789900,2,2,2.0,2,1,5,1,Toronto C01,-79.40268499999999,43.637459,265.0,24.0,https://www.zolo.ca/toronto-real-estate/38-grand-magazine-street/1932,,0
2430,"3,455,000",38 Foxley Street,3000-3500,Detached,3-Storey,Trinity-Bellwoods,3499000,4,4,4.0,4,1,11,3,Toronto C01,-79.421755,43.647623,154.0,42.0,https://www.zolo.ca/toronto-real-estate/38-foxley-street,,0
2431,"505,000",38 Fontenay Court,700-799,Condo Apt,Apartment,Edenbridge-Humber Valley,509900,1,1,1.0,1,1,5,1,Toronto W08,-79.511659,43.683372,352.0,42.0,https://www.zolo.ca/toronto-real-estate/38-fontenay-court/201,,1
2432,"617,838",38 Fontenay Court,900-999,Condo Apt,Apartment,Edenbridge-Humber Valley,625000,2,2,2.0,2,1,5,1,Toronto W08,-79.511659,43.683372,236.0,30.0,https://www.zolo.ca/toronto-real-estate/38-fontenay-court/1503,,1
2433,"694,000",38 Fontenay Court,1000-1199,Condo Apt,Apartment,Edenbridge-Humber Valley,698000,2,2,2.0,2,1,6,1,Toronto W08,-79.511659,43.683372,225.0,58.0,https://www.zolo.ca/toronto-real-estate/38-fontenay-court/1407,,1
2434,"570,000",38 Elm Street,700-799,Condo Apt,Apartment,Bay Street Corridor,549000,1,1,1.0,1,1,4,0,Toronto C01,-79.382983,43.657604,119.0,54.0,https://www.zolo.ca/toronto-real-estate/38-elm-street/301,,0
2435,"570,000",38 Elm Street,600-699,Condo Apt,Apartment,Bay Street Corridor,579000,1,1,1.0,1,1,4,0,Toronto C01,-79.382983,43.657604,293.0,24.0,https://www.zolo.ca/toronto-real-estate/38-elm-street/905,,0
2436,"615,000",38 Elm Street,600-699,Comm Element Condo,Multi-Level,Bay Street Corridor,629000,1,1,1.0,1,1,4,0,Toronto C01,-79.382983,43.657604,180.0,32.0,https://www.zolo.ca/toronto-real-estate/38-elm-street/3201,,0
2437,"625,000",38 Elm Street,700-799,Condo Apt,Apartment,Bay Street Corridor,649900,1,1,1.0,1,1,4,0,Toronto C01,-79.382983,43.657604,59.0,36.0,https://www.zolo.ca/toronto-real-estate/38-elm-street/2800,,0
2438,"630,000",38 Elm Street,700-799,Condo Apt,Apartment,Bay Street Corridor,599000,1,1,2.0,2,1,4,1,Toronto C01,-79.382983,43.657604,254.0,38.0,https://www.zolo.ca/toronto-real-estate/38-elm-street/1113,,0
2439,"655,000",38 Elm Street,700-799,Condo Apt,Apartment,Bay Street Corridor,649900,1,1,1.0,1,1,4,1,Toronto C01,-79.382983,43.657604,307.0,44.0,https://www.zolo.ca/toronto-real-estate/38-elm-street/3102,,0
2440,"710,000",38 Elm Street,700-799,Condo Apt,Apartment,Bay Street Corridor,659900,1,1,1.0,1,1,4,1,Toronto C01,-79.382983,43.657604,202.0,66.0,https://www.zolo.ca/toronto-real-estate/38-elm-street/ph-3402,,0
2441,"1,630,000",38 Earl Street,2250-2499,Condo Townhouse,3-Storey,North St. James Town,1649000,2,2,3.0,3,1,6,1,Toronto C08,-79.376143,43.66876,323.0,64.0,https://www.zolo.ca/toronto-real-estate/38-earl-street/4,,1
2442,"979,000",38 Doerr Road,700-1100,Detached,Bungalow,Bendale,899000,3,3,2.0,2,1,8,3,Toronto E09,-79.25874300000001,43.768258,22.0,54.0,https://www.zolo.ca/toronto-real-estate/38-doerr-road,,1
2443,"477,000",38 Dan Leckie Way,0-499,Condo Apt,Apartment,Waterfront Communities C1,449000,1,1,1.0,1,1,4,0,Toronto C01,-79.398274,43.63764,352.0,60.0,https://www.zolo.ca/toronto-real-estate/38-dan-leckie-way/702,,0
2444,"513,000",38 Dan Leckie Way,0-499,Condo Apt,Apartment,Waterfront Communities C1,518000,1,1,1.0,1,1,4,0,Toronto C01,-79.398274,43.63764,275.0,60.0,https://www.zolo.ca/toronto-real-estate/38-dan-leckie-way/1002,,0
2445,"540,000",38 Dan Leckie Way,0-499,Condo Apt,Apartment,Waterfront Communities C1,549000,1,1,1.0,1,1,4,1,Toronto C01,-79.398274,43.63764,321.0,26.0,https://www.zolo.ca/toronto-real-estate/38-dan-leckie-way/1502,,0
2446,"550,000",38 Dan Leckie Way,600-699,Condo Apt,Apartment,Waterfront Communities C1,538888,1,1,1.0,1,1,4,0,Toronto C01,-79.398274,43.63764,386.0,32.0,https://www.zolo.ca/toronto-real-estate/38-dan-leckie-way/1706,,0
2447,"682,000",38 Dan Leckie Way,600-699,Condo Apt,Apartment,Waterfront Communities C1,639000,1,1,1.0,1,1,4,1,Toronto C01,-79.398274,43.63764,301.0,24.0,https://www.zolo.ca/toronto-real-estate/38-dan-leckie-way/2007,,1
2448,"685,000",38 Dan Leckie Way,700-799,Condo Apt,Apartment,Waterfront Communities C1,614900,1,1,1.0,1,1,4,1,Toronto C01,-79.398274,43.63764,308.0,30.0,https://www.zolo.ca/toronto-real-estate/38-dan-leckie-way/2015,,1
2449,"690,000",38 Dan Leckie Way,800-899,Condo Apt,Apartment,Waterfront Communities C1,599999,1,1,2.0,2,1,5,1,Toronto C01,-79.398274,43.63764,142.0,38.0,https://www.zolo.ca/toronto-real-estate/38-dan-leckie-way/627,,1
2450,"705,000",38 Dan Leckie Way,600-699,Condo Apt,Apartment,Waterfront Communities C1,579900,1,1,1.0,1,1,5,1,Toronto C01,-79.398274,43.63764,95.0,52.0,https://www.zolo.ca/toronto-real-estate/38-dan-leckie-way/2616,,1
2451,"710,000",38 Dan Leckie Way,700-799,Condo Apt,Apartment,Waterfront Communities C1,629000,1,1,1.0,1,1,5,1,Toronto C01,-79.398274,43.63764,18.0,56.0,https://www.zolo.ca/toronto-real-estate/38-dan-leckie-way/2303,,1
2452,"850,000",38 Dan Leckie Way,800-899,Condo Apt,Apartment,Waterfront Communities C1,725000,1,1,2.0,2,1,4,1,Toronto C01,-79.398274,43.63764,140.0,26.0,https://www.zolo.ca/toronto-real-estate/38-dan-leckie-way/2301,,1
2453,"600,000",38 Cameron Street,600-699,Condo Apt,Apartment,Kensington-Chinatown,625000,1,1,1.0,1,1,4,0,Toronto C01,-79.398208,43.649602,318.0,36.0,https://www.zolo.ca/toronto-real-estate/38-cameron-street/503,,0
2454,"643,000",38 Cameron Street,600-699,Condo Apt,Apartment,Kensington-Chinatown,629000,1,1,2.0,2,1,5,0,Toronto C01,-79.398208,43.649602,365.0,56.0,https://www.zolo.ca/toronto-real-estate/38-cameron-street/715,,1
2455,"1,208,888",38 Cameron Street,900-999,Condo Apt,Apartment,Kensington-Chinatown,1280000,2,2,2.0,2,1,5,2,Toronto C01,-79.398208,43.649602,304.0,48.0,https://www.zolo.ca/toronto-real-estate/38-cameron-street/1219,,0
2456,"921,000",38 Belanger Crescent,2000-2500,Att/Row/Twnhouse,3-Storey,Clairlea-Birchmount,899000,3,3,3.0,3,1,7,2,Toronto E04,-79.274342,43.7024,225.0,52.0,https://www.zolo.ca/toronto-real-estate/38-belanger-crescent,,0
2457,"654,500",38 Avoca Avenue,600-699,Condo Apt,Apartment,Rosedale-Moore Park,664000,1,1,1.0,1,1,4,1,Toronto C09,-79.389298,43.688481,100.0,53.0,https://www.zolo.ca/toronto-real-estate/38-avoca-avenue/709,,0
2458,"1,900,000",38 Ascot Avenue,3000-3500,Detached,2-Storey,Corso Italia-Davenport,1999900,4,4,5.0,5,1,9,2,Toronto W03,-79.445552,43.679876,33.0,50.0,https://www.zolo.ca/toronto-real-estate/38-ascot-avenue,,1
2459,"1,640,000",38 Angus Drive,2000-2500,Detached,2-Storey,Don Valley Village,1588000,4,4,4.0,4,1,10,6,Toronto C15,-79.364775,43.788673,272.0,40.0,https://www.zolo.ca/toronto-real-estate/38-angus-drive,,0
2460,"2,000,000",38 Addison Crescent,2000-2500,Detached,2-Storey,Banbury-Don Mills,1768000,3,3,2.0,2,1,6,4,Toronto C13,-79.35166600000001,43.744554,230.0,62.0,https://www.zolo.ca/toronto-real-estate/38-addison-crescent,,1
2461,"412,000",377 Madison Avenue,0-499,Condo Apt,Bachelor/Studio,Casa Loma,399999,,0,1.0,1,1,3,0,Toronto C02,-79.406617,43.677182,100.0,56.0,https://www.zolo.ca/toronto-real-estate/377-madison-avenue/325,,0
2462,"488,500",377 Madison Avenue,0-499,Condo Apt,Apartment,Casa Loma,399900,1,1,1.0,1,1,3,0,Toronto C02,-79.406617,43.677182,78.0,64.0,https://www.zolo.ca/toronto-real-estate/377-madison-avenue/524,,0
2463,"498,000",377 Madison Avenue,0-499,Condo Apt,Apartment,Casa Loma,498000,1,1,1.0,1,1,3,0,Toronto C02,-79.406617,43.677182,380.0,62.0,https://www.zolo.ca/toronto-real-estate/377-madison-avenue/522,,0
2464,"500,000",375 King Street W,0-499,Condo Apt,Bachelor/Studio,Waterfront Communities C1,505000,,0,1.0,1,1,3,0,Toronto C01,-79.445882,43.638511,257.0,56.0,https://www.zolo.ca/toronto-real-estate/375-king-street-west/2510,,0
2465,"590,000",375 King Street W,500-599,Condo Apt,Apartment,Waterfront Communities C1,585000,1,1,1.0,1,1,4,0,Toronto C01,-79.445882,43.638511,106.0,56.0,https://www.zolo.ca/toronto-real-estate/375-king-street-west/1408,,0
2466,"752,500",375 King Street W,700-799,Condo Apt,Apartment,Waterfront Communities C1,749000,1,1,1.0,1,1,5,1,Toronto C01,-79.445882,43.638511,7.0,46.0,https://www.zolo.ca/toronto-real-estate/375-king-street-west/1105,,1
2467,"815,000",375 King Street W,700-799,Condo Apt,Apartment,Waterfront Communities C1,799000,2,2,2.0,2,1,6,1,Toronto C01,-79.445882,43.638511,350.0,77.0,https://www.zolo.ca/toronto-real-estate/375-king-street-west/1103,,0
2468,"948,000",375 King Street W,800-899,Condo Apt,Apartment,Waterfront Communities C1,947000,2,2,2.0,2,1,5,1,Toronto C01,-79.445882,43.638511,143.0,52.0,https://www.zolo.ca/toronto-real-estate/375-king-street-west/2007,,0
2469,"610,000",3740 Don Mills Road,1400-1599,Condo Townhouse,3-Storey,Hillcrest Village,688000,3,3,2.0,2,1,7,1,Toronto C15,-79.354333,43.801902,59.0,42.0,https://www.zolo.ca/toronto-real-estate/3740-don-mills-road/114,,0
2470,"690,000",3740 Don Mills Road,1800-1999,Condo Townhouse,Stacked Townhse,Hillcrest Village,599900,4,4,2.0,2,1,7,1,Toronto C15,-79.354333,43.801902,41.0,44.0,https://www.zolo.ca/toronto-real-estate/3740-don-mills-road/134,,0
2471,"701,000",373 Front Street W,700-799,Condo Apt,Apartment,Waterfront Communities C1,638888,1,1,1.0,1,1,5,1,Toronto C01,-79.392066,43.64282,302.0,50.0,https://www.zolo.ca/toronto-real-estate/373-front-street-west/2609,,1
2472,"827,000",373 Front Street W,1000-1199,Condo Apt,Apartment,Waterfront Communities C1,839900,2,2,2.0,2,1,5,1,Toronto C01,-79.392066,43.64282,276.0,36.0,https://www.zolo.ca/toronto-real-estate/373-front-street-west/311,,1
2473,"950,000",370 Wallace Avenue,1000-1199,Condo Townhouse,Stacked Townhse,Dovercourt-Wallace Emerson-Junction,899900,2,2,3.0,3,1,6,1,Toronto W02,-79.45289,43.66063,74.0,60.0,https://www.zolo.ca/toronto-real-estate/370-wallace-avenue/302,,1
2474,"1,588,000",370 Rhodes Avenue,2000-2500,Detached,2-Storey,Greenwood-Coxwell,1599900,3,3,4.0,4,1,10,5,Toronto E01,-79.321497,43.675001,359.0,46.0,https://www.zolo.ca/toronto-real-estate/370-rhodes-avenue,,3
2475,"399,000",370 Dixon Road,1000-1199,Condo Apt,Apartment,Kingsview Village-The Westway,399900,2,2,1.0,1,1,5,1,Toronto W09,-79.556139,43.695894,270.0,22.0,https://www.zolo.ca/toronto-real-estate/370-dixon-road/1006,,0
2476,"427,000",370 Dixon Road,1000-1199,Condo Apt,Apartment,Kingsview Village-The Westway,429900,2,2,1.0,1,1,7,1,Toronto W09,-79.556139,43.695894,180.0,54.0,https://www.zolo.ca/toronto-real-estate/370-dixon-road/1616,,1
2477,"451,000",370 Dixon Road,1200-1399,Condo Apt,Multi-Level,Kingsview Village-The Westway,398000,3,3,2.0,2,1,6,1,Toronto W09,-79.556139,43.695894,52.0,34.0,https://www.zolo.ca/toronto-real-estate/370-dixon-road/2115,,0
2478,"455,000",370 Dixon Road,1000-1199,Condo Apt,Apartment,Kingsview Village-The Westway,469000,3,3,1.0,1,1,5,1,Toronto W09,-79.556139,43.695894,312.0,53.0,https://www.zolo.ca/toronto-real-estate/370-dixon-road/312,,0
2479,"2,200,000",37 Wilberton Road,2500-3000,Duplex,2-Storey,Yonge-St. Clair,2395000,4,4,3.0,3,2,10,5,Toronto C02,-79.401859,43.694545,16.0,26.0,https://www.zolo.ca/toronto-real-estate/37-wilberton-road,,0
2480,"1,640,000",37 Verral Avenue,1600-1799,Condo Townhouse,3-Storey,South Riverdale,1399999,3,3,3.0,3,1,6,1,Toronto E01,-79.34109000000001,43.661549,322.0,32.0,https://www.zolo.ca/toronto-real-estate/37-verral-avenue,,0
2481,"1,100,000",37 Sonic Way,1600-1799,Condo Townhouse,3-Storey,Flemingdon Park,1109900,2,2,3.0,3,1,6,1,Toronto C11,-79.4163,43.70011,199.0,54.0,https://www.zolo.ca/toronto-real-estate/37-sonic-way,,1
2482,"1,110,000",37 Newman Avenue,1500-2000,Detached,2-Storey,Crescent Town,999999,4,4,3.0,3,1,7,5,Toronto E03,-79.299525,43.694594,27.0,28.0,https://www.zolo.ca/toronto-real-estate/37-newman-avenue,,0
2483,"860,000",37 Lippincott Street W,700-1100,Detached,1 1/2 Storey,Weston,849000,3,3,1.0,1,1,5,2,Toronto W04,-79.51012,43.694729,197.0,56.0,https://www.zolo.ca/toronto-real-estate/37-lippincott-street-west,,0
2484,"1,911,000",37 Hamilton Street,2000-2500,Semi-Detached,3-Storey,South Riverdale,1599000,3,3,5.0,5,1,8,1,Toronto E01,-79.351267,43.659748,352.0,46.0,https://www.zolo.ca/toronto-real-estate/37-hamilton-street,,1
2485,"725,000",37 Grosvenor Street,600-699,Condo Apt,Apartment,Bay Street Corridor,688000,1,1,1.0,1,1,5,0,Toronto C01,-79.38454300000001,43.662873,140.0,68.0,https://www.zolo.ca/toronto-real-estate/37-grosvenor-street/1008,,1
2486,"856,000",37 Grosvenor Street,700-799,Condo Apt,Apartment,Bay Street Corridor,879900,2,2,2.0,2,1,5,1,Toronto C01,-79.38454300000001,43.662873,203.0,64.0,https://www.zolo.ca/toronto-real-estate/37-grosvenor-street/409,,0
2487,"3,100,000",37 Grandview Avenue,3500-5000,Detached,3-Storey,North Riverdale,3399000,4,4,6.0,6,1,7,2,Toronto E01,-79.349452,43.673626,14.0,34.0,https://www.zolo.ca/toronto-real-estate/37-grandview-avenue,,1
2488,"785,000",37 Gerigs Street,1100-1500,Att/Row/Twnhouse,3-Storey,Clairlea-Birchmount,699900,2,2,2.0,2,1,6,2,Toronto E04,-79.28054,43.716501,84.0,34.0,https://www.zolo.ca/toronto-real-estate/37-gerigs-street,,0
2489,"605,000",37 Four Winds Drive,1000-1199,Condo Townhouse,Stacked Townhse,York University Heights,609000,3,3,2.0,2,1,6,1,Toronto W05,-79.496278,43.764601,72.0,60.0,https://www.zolo.ca/toronto-real-estate/37-four-winds-drive/21,,0
2490,"790,000",37 Courville Cawy,1400-1599,Condo Townhouse,3-Storey,Pleasant View,688000,3,3,4.0,4,1,7,2,Toronto C15,-79.4163,43.70011,54.0,54.0,https://www.zolo.ca/toronto-real-estate/37-courville-coachway-way,,1
2491,"1,630,000",37 Argyle Street,1500-2000,Att/Row/Twnhouse,2 1/2 Storey,Trinity-Bellwoods,1349000,4,4,3.0,3,2,9,0,Toronto C01,-79.419043,43.646899,226.0,30.0,https://www.zolo.ca/toronto-real-estate/37-argyle-street,,1
2492,"1,260,000",36A Mendota Road,2000-2500,Att/Row/Twnhouse,3-Storey,Stonegate-Queensway,1099000,3,3,3.0,3,1,10,2,Toronto W07,,,,,,,1
2493,"690,000",369 Sorauren Avenue,500-599,Condo Apt,Loft,Roncesvalles,679900,1,1,1.0,1,1,4,0,Toronto W01,-79.444041,43.649983,268.0,32.0,https://www.zolo.ca/toronto-real-estate/369-sorauren-avenue/302,,0
2494,"810,000",369 Sorauren Avenue,600-699,Condo Apt,Loft,Roncesvalles,799000,1,1,1.0,1,1,5,1,Toronto W01,-79.444041,43.649983,180.0,50.0,https://www.zolo.ca/toronto-real-estate/369-sorauren-avenue/206,,1
2495,"1,060,000",368 Main Street,1500-2000,Semi-Detached,2 1/2 Storey,Danforth Village-East York,985000,3,3,4.0,4,2,8,2,Toronto E03,-79.303016,43.690402,287.0,64.0,https://www.zolo.ca/toronto-real-estate/368-main-street,,2
2496,"860,000",3668 St Clair Avenue E,2000-2500,Att/Row/Twnhouse,3-Storey,Cliffcrest,798000,4,4,4.0,4,2,9,1,Toronto E08,-79.247029,43.719671,88.0,62.0,https://www.zolo.ca/toronto-real-estate/3668-st-clair-avenue-east,,0
